SCHOOLNAME	Region	SaleDate	MealType	TotalMealCount
IDEA Innovation Academy	SOLA	2024-04-15	CACFP Supper	24
IDEA Innovation Academy	SOLA	2024-04-15	Lunch	349
IDEA Innovation Academy	SOLA	2024-04-16	Breakfast	342
IDEA Innovation Academy	SOLA	2024-04-16	CACFP Supper	178
IDEA Innovation Academy	SOLA	2024-04-16	Lunch	355
IDEA Innovation Academy	SOLA	2024-04-17	Breakfast	377
IDEA Innovation Academy	SOLA	2024-04-17	CACFP Supper	219
IDEA Innovation Academy	SOLA	2024-04-17	Lunch	455
IDEA Innovation Academy	SOLA	2024-04-18	Breakfast	332
IDEA Innovation Academy	SOLA	2024-04-18	CACFP Supper	306
IDEA Innovation Academy	SOLA	2024-04-18	Lunch	358
IDEA Innovation Academy	SOLA	2024-04-19	Breakfast	300
IDEA Innovation Academy	SOLA	2024-04-19	CACFP Supper	291
IDEA Innovation Academy	SOLA	2024-04-19	Lunch	416
IDEA Innovation College Preparatory	SOLA	2024-04-15	Breakfast	218
IDEA Innovation College Preparatory	SOLA	2024-04-15	CACFP Supper	9
IDEA Innovation College Preparatory	SOLA	2024-04-15	Lunch	370
IDEA Innovation College Preparatory	SOLA	2024-04-16	Breakfast	192
IDEA Innovation College Preparatory	SOLA	2024-04-16	CACFP Supper	9
IDEA Innovation College Preparatory	SOLA	2024-04-16	Lunch	351
IDEA Innovation College Preparatory	SOLA	2024-04-17	Breakfast	193
IDEA Innovation College Preparatory	SOLA	2024-04-17	CACFP Supper	9
IDEA Innovation College Preparatory	SOLA	2024-04-17	Lunch	274
IDEA Innovation College Preparatory	SOLA	2024-04-18	Breakfast	215
IDEA Innovation College Preparatory	SOLA	2024-04-18	CACFP Supper	8
IDEA Innovation College Preparatory	SOLA	2024-04-18	Lunch	379
IDEA Innovation College Preparatory	SOLA	2024-04-19	Breakfast	235
IDEA Innovation College Preparatory	SOLA	2024-04-19	CACFP Supper	8
IDEA Innovation College Preparatory	SOLA	2024-04-19	Lunch	262
IDEA Judson Academy	ESAR	2024-04-15	Breakfast	385
IDEA Judson Academy	ESAR	2024-04-15	Breakfast	1
IDEA Judson Academy	ESAR	2024-04-15	CACFP Supper	5
IDEA Judson Academy	ESAR	2024-04-15	CACFP Supper	307
IDEA Judson Academy	ESAR	2024-04-15	Lunch	605
IDEA Judson Academy	ESAR	2024-04-16	Breakfast	436
IDEA Judson Academy	ESAR	2024-04-16	CACFP Supper	17
IDEA Judson Academy	ESAR	2024-04-16	CACFP Supper	166
IDEA Judson Academy	ESAR	2024-04-16	Lunch	563
IDEA Judson Academy	ESAR	2024-04-17	Breakfast	417
IDEA Judson Academy	ESAR	2024-04-17	CACFP Supper	5
IDEA Judson Academy	ESAR	2024-04-17	CACFP Supper	244
IDEA Judson Academy	ESAR	2024-04-17	Lunch	590
IDEA Judson Academy	ESAR	2024-04-18	Breakfast	408
IDEA Judson Academy	ESAR	2024-04-18	CACFP Supper	11
IDEA Judson Academy	ESAR	2024-04-18	CACFP Supper	240
IDEA Judson Academy	ESAR	2024-04-18	Lunch	594
IDEA Judson Academy	ESAR	2024-04-19	Breakfast	359
IDEA Judson Academy	ESAR	2024-04-19	CACFP Supper	4
IDEA Judson Academy	ESAR	2024-04-19	Lunch	587
IDEA Judson College Preparatory	ESAR	2024-04-15	Breakfast	58
IDEA Judson College Preparatory	ESAR	2024-04-15	Breakfast	245
IDEA Judson College Preparatory	ESAR	2024-04-15	CACFP Supper	1
IDEA Judson College Preparatory	ESAR	2024-04-15	Lunch	583
IDEA Judson College Preparatory	ESAR	2024-04-16	Breakfast	30
IDEA Judson College Preparatory	ESAR	2024-04-16	Breakfast	273
IDEA Judson College Preparatory	ESAR	2024-04-16	CACFP Supper	5
IDEA Judson College Preparatory	ESAR	2024-04-16	Lunch	658
IDEA Judson College Preparatory	ESAR	2024-04-17	Breakfast	51
IDEA Judson College Preparatory	ESAR	2024-04-17	Breakfast	266
IDEA Judson College Preparatory	ESAR	2024-04-17	CACFP Supper	1
IDEA Judson College Preparatory	ESAR	2024-04-17	Lunch	584
IDEA Judson College Preparatory	ESAR	2024-04-18	Breakfast	35
IDEA Judson College Preparatory	ESAR	2024-04-18	Breakfast	247
IDEA Judson College Preparatory	ESAR	2024-04-18	CACFP Supper	3
IDEA Judson College Preparatory	ESAR	2024-04-18	Lunch	597
IDEA Judson College Preparatory	ESAR	2024-04-19	Breakfast	57
IDEA Judson College Preparatory	ESAR	2024-04-19	Breakfast	239
IDEA Judson College Preparatory	ESAR	2024-04-19	Lunch	591
IDEA Kyle Academy	AUR	2024-04-15	Breakfast	285
IDEA Kyle Academy	AUR	2024-04-15	CACFP Supper	114
IDEA Kyle Academy	AUR	2024-04-15	Lunch	444
IDEA Kyle Academy	AUR	2024-04-16	Breakfast	260
IDEA Kyle Academy	AUR	2024-04-16	CACFP Supper	121
IDEA Kyle Academy	AUR	2024-04-16	Lunch	428
IDEA Kyle Academy	AUR	2024-04-17	Breakfast	263
IDEA Kyle Academy	AUR	2024-04-17	CACFP Supper	124
IDEA Kyle Academy	AUR	2024-04-17	Lunch	449
IDEA Kyle Academy	AUR	2024-04-18	Breakfast	261
IDEA Kyle Academy	AUR	2024-04-18	CACFP Supper	119
IDEA Kyle Academy	AUR	2024-04-18	Lunch	468
IDEA Kyle Academy	AUR	2024-04-19	Breakfast	272
IDEA Kyle Academy	AUR	2024-04-19	CACFP Supper	112
IDEA Kyle Academy	AUR	2024-04-19	Lunch	511
IDEA Kyle College Preparatory	AUR	2024-04-15	Breakfast	298
IDEA Kyle College Preparatory	AUR	2024-04-15	Lunch	468
IDEA Kyle College Preparatory	AUR	2024-04-16	Breakfast	339
IDEA Kyle College Preparatory	AUR	2024-04-16	Lunch	449
IDEA Kyle College Preparatory	AUR	2024-04-17	Breakfast	316
IDEA Kyle College Preparatory	AUR	2024-04-17	Lunch	463
IDEA Kyle College Preparatory	AUR	2024-04-18	Breakfast	313
IDEA Kyle College Preparatory	AUR	2024-04-18	Lunch	506
IDEA Kyle College Preparatory	AUR	2024-04-19	Breakfast	312
IDEA Kyle College Preparatory	AUR	2024-04-19	Lunch	497
IDEA La Joya Academy	URGV	2024-04-15	Breakfast	436
IDEA La Joya Academy	URGV	2024-04-15	CACFP Supper	21
IDEA La Joya Academy	URGV	2024-04-15	Lunch	457
IDEA La Joya Academy	URGV	2024-04-16	Breakfast	412
IDEA La Joya Academy	URGV	2024-04-16	CACFP Supper	68
IDEA La Joya Academy	URGV	2024-04-16	Lunch	495
IDEA La Joya Academy	URGV	2024-04-17	Breakfast	417
IDEA La Joya Academy	URGV	2024-04-17	CACFP Supper	72
IDEA La Joya Academy	URGV	2024-04-17	Lunch	465
IDEA La Joya Academy	URGV	2024-04-18	Breakfast	437
IDEA La Joya Academy	URGV	2024-04-18	CACFP Supper	69
IDEA La Joya Academy	URGV	2024-04-18	Lunch	450
IDEA La Joya Academy	URGV	2024-04-19	Breakfast	387
IDEA La Joya Academy	URGV	2024-04-19	CACFP Supper	48
IDEA La Joya Academy	URGV	2024-04-19	Lunch	445
IDEA La Joya College Preparatory	URGV	2024-04-15	Breakfast	173
IDEA La Joya College Preparatory	URGV	2024-04-15	Lunch	228
IDEA La Joya College Preparatory	URGV	2024-04-16	Breakfast	177
IDEA La Joya College Preparatory	URGV	2024-04-16	CACFP Supper	23
IDEA La Joya College Preparatory	URGV	2024-04-16	Lunch	203
IDEA La Joya College Preparatory	URGV	2024-04-17	Breakfast	167
IDEA La Joya College Preparatory	URGV	2024-04-17	CACFP Supper	33
IDEA La Joya College Preparatory	URGV	2024-04-17	Lunch	202
IDEA La Joya College Preparatory	URGV	2024-04-18	Breakfast	164
IDEA La Joya College Preparatory	URGV	2024-04-18	CACFP Supper	29
IDEA La Joya College Preparatory	URGV	2024-04-18	Lunch	201
IDEA La Joya College Preparatory	URGV	2024-04-19	Breakfast	153
IDEA La Joya College Preparatory	URGV	2024-04-19	CACFP Supper	5
IDEA La Joya College Preparatory	URGV	2024-04-19	Lunch	186
IDEA Lake Houston Academy	HOUR	2024-04-15	Breakfast	558
IDEA Lake Houston Academy	HOUR	2024-04-15	CACFP Supper	19
IDEA Lake Houston Academy	HOUR	2024-04-15	Lunch	552
IDEA Lake Houston Academy	HOUR	2024-04-16	Breakfast	414
IDEA Lake Houston Academy	HOUR	2024-04-16	CACFP Supper	46
IDEA Lake Houston Academy	HOUR	2024-04-16	Lunch	531
IDEA Lake Houston Academy	HOUR	2024-04-17	Breakfast	455
IDEA Lake Houston Academy	HOUR	2024-04-17	CACFP Supper	72
IDEA Lake Houston Academy	HOUR	2024-04-17	Lunch	512
IDEA Lake Houston Academy	HOUR	2024-04-18	Breakfast	440
IDEA Lake Houston Academy	HOUR	2024-04-18	CACFP Supper	81
IDEA Lake Houston Academy	HOUR	2024-04-18	Lunch	559
IDEA Lake Houston Academy	HOUR	2024-04-19	Breakfast	418
IDEA Lake Houston Academy	HOUR	2024-04-19	CACFP Supper	16
IDEA Lake Houston Academy	HOUR	2024-04-19	Lunch	555
IDEA Lake Houston College Preparatory	HOUR	2024-04-15	Breakfast	322
IDEA Lake Houston College Preparatory	HOUR	2024-04-15	Lunch	251
IDEA Lake Houston College Preparatory	HOUR	2024-04-16	Breakfast	293
IDEA Lake Houston College Preparatory	HOUR	2024-04-16	Lunch	321
IDEA Lake Houston College Preparatory	HOUR	2024-04-17	Breakfast	192
IDEA Lake Houston College Preparatory	HOUR	2024-04-17	Lunch	215
IDEA Lake Houston College Preparatory	HOUR	2024-04-18	Breakfast	137
IDEA Lake Houston College Preparatory	HOUR	2024-04-18	Lunch	259
IDEA Lake Houston College Preparatory	HOUR	2024-04-19	Breakfast	276
IDEA Lake Houston College Preparatory	HOUR	2024-04-19	Lunch	265
IDEA Los Encinos Academy	URGV	2024-04-15	Breakfast	637
IDEA Los Encinos Academy	URGV	2024-04-15	CACFP Supper	27
IDEA Los Encinos Academy	URGV	2024-04-15	Lunch	707
IDEA Los Encinos Academy	URGV	2024-04-16	Breakfast	656
IDEA Los Encinos Academy	URGV	2024-04-16	CACFP Supper	36
IDEA Los Encinos Academy	URGV	2024-04-16	Lunch	739
IDEA Los Encinos Academy	URGV	2024-04-17	Breakfast	638
IDEA Los Encinos Academy	URGV	2024-04-17	CACFP Supper	50
IDEA Los Encinos Academy	URGV	2024-04-17	Lunch	752
IDEA Los Encinos Academy	URGV	2024-04-18	Breakfast	630
IDEA Los Encinos Academy	URGV	2024-04-18	CACFP Supper	143
IDEA Los Encinos Academy	URGV	2024-04-18	CACFP Supper	47
IDEA Los Encinos Academy	URGV	2024-04-18	Lunch	726
IDEA Los Encinos Academy	URGV	2024-04-19	Breakfast	615
IDEA Los Encinos Academy	URGV	2024-04-19	CACFP Supper	45
IDEA Los Encinos Academy	URGV	2024-04-19	Lunch	725
IDEA Los Encinos College Preparatory	URGV	2024-04-15	Breakfast	541
IDEA Los Encinos College Preparatory	URGV	2024-04-15	CACFP Supper	77
IDEA Los Encinos College Preparatory	URGV	2024-04-15	Lunch	567
IDEA Los Encinos College Preparatory	URGV	2024-04-16	Breakfast	545
IDEA Los Encinos College Preparatory	URGV	2024-04-16	CACFP Supper	46
IDEA Los Encinos College Preparatory	URGV	2024-04-16	Lunch	600
IDEA Los Encinos College Preparatory	URGV	2024-04-17	Breakfast	549
IDEA Los Encinos College Preparatory	URGV	2024-04-17	CACFP Supper	65
IDEA Los Encinos College Preparatory	URGV	2024-04-17	Lunch	612
IDEA Los Encinos College Preparatory	URGV	2024-04-18	Breakfast	510
IDEA Los Encinos College Preparatory	URGV	2024-04-18	CACFP Supper	68
IDEA Los Encinos College Preparatory	URGV	2024-04-18	Lunch	596
IDEA Los Encinos College Preparatory	URGV	2024-04-19	Breakfast	530
IDEA Los Encinos College Preparatory	URGV	2024-04-19	CACFP Supper	62
IDEA Los Encinos College Preparatory	URGV	2024-04-19	Lunch	563
IDEA Mays Academy	WSAR	2024-04-15	Breakfast	547
IDEA Mays Academy	WSAR	2024-04-15	CACFP Supper	220
IDEA Mays Academy	WSAR	2024-04-15	Lunch	631
IDEA Mays Academy	WSAR	2024-04-16	Breakfast	577
IDEA Mays Academy	WSAR	2024-04-16	CACFP Supper	125
IDEA Mays Academy	WSAR	2024-04-16	Lunch	649
IDEA Mays Academy	WSAR	2024-04-17	Breakfast	569
IDEA Mays Academy	WSAR	2024-04-17	CACFP Supper	221
IDEA Mays Academy	WSAR	2024-04-17	Lunch	623
IDEA Mays Academy	WSAR	2024-04-18	Breakfast	551
IDEA Mays Academy	WSAR	2024-04-18	CACFP Supper	237
IDEA Mays Academy	WSAR	2024-04-18	Lunch	604
IDEA Mays Academy	WSAR	2024-04-19	Breakfast	524
IDEA Mays Academy	WSAR	2024-04-19	CACFP Supper	217
IDEA Mays Academy	WSAR	2024-04-19	Lunch	597
IDEA Mays College Preparatory	WSAR	2024-04-15	Breakfast	506
IDEA Mays College Preparatory	WSAR	2024-04-15	CACFP Supper	41
IDEA Mays College Preparatory	WSAR	2024-04-15	Lunch	536
IDEA Mays College Preparatory	WSAR	2024-04-16	Breakfast	480
IDEA Mays College Preparatory	WSAR	2024-04-16	CACFP Supper	16
IDEA Mays College Preparatory	WSAR	2024-04-16	Lunch	566
IDEA Mays College Preparatory	WSAR	2024-04-17	Breakfast	509
IDEA Mays College Preparatory	WSAR	2024-04-17	CACFP Supper	44
IDEA Mays College Preparatory	WSAR	2024-04-17	Lunch	580
IDEA Mays College Preparatory	WSAR	2024-04-18	Breakfast	493
IDEA Mays College Preparatory	WSAR	2024-04-18	CACFP Supper	42
IDEA Mays College Preparatory	WSAR	2024-04-18	Lunch	563
IDEA Mays College Preparatory	WSAR	2024-04-19	Breakfast	450
IDEA Mays College Preparatory	WSAR	2024-04-19	CACFP Supper	32
IDEA Mays College Preparatory	WSAR	2024-04-19	Lunch	489
IDEA McAllen Academy	URGV	2024-04-15	Breakfast	714
IDEA McAllen Academy	URGV	2024-04-15	CACFP Supper	518
IDEA McAllen Academy	URGV	2024-04-15	Lunch	689
IDEA McAllen Academy	URGV	2024-04-16	Breakfast	690
IDEA McAllen Academy	URGV	2024-04-16	CACFP Supper	650
IDEA McAllen Academy	URGV	2024-04-16	Lunch	657
IDEA McAllen Academy	URGV	2024-04-17	Breakfast	712
IDEA McAllen Academy	URGV	2024-04-17	CACFP Supper	520
IDEA McAllen Academy	URGV	2024-04-17	Lunch	675
IDEA McAllen Academy	URGV	2024-04-18	Breakfast	692
IDEA McAllen Academy	URGV	2024-04-18	CACFP Supper	534
IDEA McAllen Academy	URGV	2024-04-18	Lunch	661
IDEA McAllen Academy	URGV	2024-04-19	Breakfast	680
IDEA McAllen Academy	URGV	2024-04-19	CACFP Supper	533
IDEA McAllen Academy	URGV	2024-04-19	Lunch	659
IDEA McAllen College Preparatory	URGV	2024-04-15	Breakfast	569
IDEA McAllen College Preparatory	URGV	2024-04-15	CACFP Supper	13
IDEA McAllen College Preparatory	URGV	2024-04-15	Lunch	532
IDEA McAllen College Preparatory	URGV	2024-04-16	Breakfast	584
IDEA McAllen College Preparatory	URGV	2024-04-16	CACFP Supper	9
IDEA McAllen College Preparatory	URGV	2024-04-16	Lunch	681
IDEA McAllen College Preparatory	URGV	2024-04-17	Breakfast	482
IDEA McAllen College Preparatory	URGV	2024-04-17	CACFP Supper	15
IDEA McAllen College Preparatory	URGV	2024-04-17	Lunch	560
IDEA McAllen College Preparatory	URGV	2024-04-18	Breakfast	567
IDEA McAllen College Preparatory	URGV	2024-04-18	CACFP Supper	16
IDEA McAllen College Preparatory	URGV	2024-04-18	Lunch	573
IDEA McAllen College Preparatory	URGV	2024-04-19	Breakfast	583
IDEA McAllen College Preparatory	URGV	2024-04-19	CACFP Supper	11
IDEA McAllen College Preparatory	URGV	2024-04-19	Lunch	567
IDEA Mesa Hills Academy	ELPR	2024-04-15	Breakfast	576
IDEA Mesa Hills Academy	ELPR	2024-04-15	CACFP Supper	497
IDEA Mesa Hills Academy	ELPR	2024-04-15	Lunch	582
IDEA Mesa Hills Academy	ELPR	2024-04-16	Breakfast	577
IDEA Mesa Hills Academy	ELPR	2024-04-16	CACFP Supper	315
IDEA Mesa Hills Academy	ELPR	2024-04-16	CACFP Supper	193
IDEA Mesa Hills Academy	ELPR	2024-04-16	Lunch	568
IDEA Mesa Hills Academy	ELPR	2024-04-17	Breakfast	577
IDEA Mesa Hills Academy	ELPR	2024-04-17	CACFP Supper	505
IDEA Mesa Hills Academy	ELPR	2024-04-17	Lunch	551
IDEA Mesa Hills Academy	ELPR	2024-04-18	Breakfast	634
IDEA Mesa Hills Academy	ELPR	2024-04-18	CACFP Supper	510
IDEA Mesa Hills Academy	ELPR	2024-04-18	Lunch	572
IDEA Mesa Hills Academy	ELPR	2024-04-19	Breakfast	585
IDEA Mesa Hills Academy	ELPR	2024-04-19	CACFP Supper	471
IDEA Mesa Hills Academy	ELPR	2024-04-19	Lunch	592
IDEA Mesa Hills College Preparatory	ELPR	2024-04-15	Breakfast	311
IDEA Mesa Hills College Preparatory	ELPR	2024-04-15	CACFP Supper	191
IDEA Mesa Hills College Preparatory	ELPR	2024-04-15	Lunch	267
IDEA Mesa Hills College Preparatory	ELPR	2024-04-16	Breakfast	347
IDEA Mesa Hills College Preparatory	ELPR	2024-04-16	CACFP Supper	214
IDEA Mesa Hills College Preparatory	ELPR	2024-04-16	Lunch	296
IDEA Mesa Hills College Preparatory	ELPR	2024-04-17	Breakfast	309
IDEA Mesa Hills College Preparatory	ELPR	2024-04-17	CACFP Supper	10
IDEA Mesa Hills College Preparatory	ELPR	2024-04-17	Lunch	279
IDEA Mesa Hills College Preparatory	ELPR	2024-04-18	Breakfast	341
IDEA Mesa Hills College Preparatory	ELPR	2024-04-18	Lunch	393
IDEA Mesa Hills College Preparatory	ELPR	2024-04-19	Breakfast	312
IDEA Mesa Hills College Preparatory	ELPR	2024-04-19	CACFP Supper	154
IDEA Mesa Hills College Preparatory	ELPR	2024-04-19	Lunch	293
IDEA Mesquite Hills Academy	ELPR	2024-04-15	Breakfast	405
IDEA Mesquite Hills Academy	ELPR	2024-04-15	CACFP Supper	93
IDEA Mesquite Hills Academy	ELPR	2024-04-15	Lunch	432
IDEA Mesquite Hills Academy	ELPR	2024-04-16	Breakfast	417
IDEA Mesquite Hills Academy	ELPR	2024-04-16	CACFP Supper	106
IDEA Mesquite Hills Academy	ELPR	2024-04-16	Lunch	347
IDEA Mesquite Hills Academy	ELPR	2024-04-17	Breakfast	427
IDEA Mesquite Hills Academy	ELPR	2024-04-17	CACFP Supper	130
IDEA Mesquite Hills Academy	ELPR	2024-04-17	Lunch	402
IDEA Mesquite Hills Academy	ELPR	2024-04-18	Breakfast	440
IDEA Mesquite Hills Academy	ELPR	2024-04-18	CACFP Supper	122
IDEA Mesquite Hills Academy	ELPR	2024-04-18	Lunch	430
IDEA Mesquite Hills Academy	ELPR	2024-04-19	Breakfast	436
IDEA Mesquite Hills Academy	ELPR	2024-04-19	CACFP Supper	87
IDEA Mesquite Hills Academy	ELPR	2024-04-19	Lunch	444
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-15	Breakfast	140
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-15	CACFP Supper	145
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-15	Lunch	222
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-16	Breakfast	154
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-16	Lunch	202
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-17	Breakfast	146
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-17	CACFP Supper	114
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-17	Lunch	209
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-18	Breakfast	141
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-18	CACFP Supper	154
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-18	Lunch	216
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-19	Breakfast	144
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-19	CACFP Supper	147
IDEA Mesquite Hills College Preparatory	ELPR	2024-04-19	Lunch	235
IDEA Mission Academy	URGV	2024-04-15	Breakfast	505
IDEA Mission Academy	URGV	2024-04-15	CACFP Supper	235
IDEA Mission Academy	URGV	2024-04-15	Lunch	583
IDEA Mission Academy	URGV	2024-04-16	Breakfast	545
IDEA Mission Academy	URGV	2024-04-16	CACFP Supper	211
IDEA Mission Academy	URGV	2024-04-16	Lunch	397
IDEA Mission Academy	URGV	2024-04-17	Breakfast	488
IDEA Mission Academy	URGV	2024-04-17	CACFP Supper	220
IDEA Mission Academy	URGV	2024-04-17	Lunch	554
IDEA Mission Academy	URGV	2024-04-18	Breakfast	543
IDEA Mission Academy	URGV	2024-04-18	CACFP Supper	272
IDEA Mission Academy	URGV	2024-04-18	Lunch	473
IDEA Mission Academy	URGV	2024-04-19	Breakfast	492
IDEA Mission Academy	URGV	2024-04-19	CACFP Supper	231
IDEA Mission Academy	URGV	2024-04-19	Lunch	528
IDEA Mission College Preparatory	URGV	2024-04-15	Breakfast	575
IDEA Mission College Preparatory	URGV	2024-04-15	CACFP Supper	14
IDEA Mission College Preparatory	URGV	2024-04-15	Lunch	558
IDEA Mission College Preparatory	URGV	2024-04-16	Breakfast	643
IDEA Mission College Preparatory	URGV	2024-04-16	CACFP Supper	18
IDEA Mission College Preparatory	URGV	2024-04-16	Lunch	624
IDEA Mission College Preparatory	URGV	2024-04-17	Breakfast	503
IDEA Mission College Preparatory	URGV	2024-04-17	CACFP Supper	84
IDEA Mission College Preparatory	URGV	2024-04-17	Lunch	443
IDEA Mission College Preparatory	URGV	2024-04-18	Breakfast	483
IDEA Mission College Preparatory	URGV	2024-04-18	CACFP Supper	20
IDEA Mission College Preparatory	URGV	2024-04-18	Lunch	518
IDEA Mission College Preparatory	URGV	2024-04-19	Breakfast	570
IDEA Mission College Preparatory	URGV	2024-04-19	CACFP Supper	24
IDEA Mission College Preparatory	URGV	2024-04-19	Lunch	552
IDEA Monterrey Park Academy	ESAR	2024-04-15	Breakfast	472
IDEA Monterrey Park Academy	ESAR	2024-04-15	CACFP Supper	170
IDEA Monterrey Park Academy	ESAR	2024-04-15	Lunch	488
IDEA Monterrey Park Academy	ESAR	2024-04-16	Breakfast	453
IDEA Monterrey Park Academy	ESAR	2024-04-16	Lunch	502
IDEA Monterrey Park Academy	ESAR	2024-04-17	Breakfast	459
IDEA Monterrey Park Academy	ESAR	2024-04-17	Lunch	521
IDEA Monterrey Park Academy	ESAR	2024-04-18	Breakfast	450
IDEA Monterrey Park Academy	ESAR	2024-04-18	Lunch	491
IDEA Monterrey Park Academy	ESAR	2024-04-19	Breakfast	452
IDEA Monterrey Park Academy	ESAR	2024-04-19	Lunch	491
IDEA Monterrey Park College Preparatory	ESAR	2024-04-15	Breakfast	539
IDEA Monterrey Park College Preparatory	ESAR	2024-04-15	CACFP Supper	1
IDEA Monterrey Park College Preparatory	ESAR	2024-04-15	Lunch	507
IDEA Monterrey Park College Preparatory	ESAR	2024-04-16	Breakfast	560
IDEA Monterrey Park College Preparatory	ESAR	2024-04-16	Lunch	501
IDEA Monterrey Park College Preparatory	ESAR	2024-04-17	Breakfast	563
IDEA Monterrey Park College Preparatory	ESAR	2024-04-17	Lunch	482
IDEA Monterrey Park College Preparatory	ESAR	2024-04-18	Breakfast	544
IDEA Monterrey Park College Preparatory	ESAR	2024-04-18	Lunch	561
IDEA Monterrey Park College Preparatory	ESAR	2024-04-19	Breakfast	520
IDEA Monterrey Park College Preparatory	ESAR	2024-04-19	Lunch	505
IDEA Montopolis Academy	AUR	2024-04-15	Breakfast	422
IDEA Montopolis Academy	AUR	2024-04-15	CACFP Supper	426
IDEA Montopolis Academy	AUR	2024-04-15	Lunch	482
IDEA Montopolis Academy	AUR	2024-04-16	Breakfast	452
IDEA Montopolis Academy	AUR	2024-04-16	CACFP Supper	479
IDEA Montopolis Academy	AUR	2024-04-16	Lunch	461
IDEA Montopolis Academy	AUR	2024-04-17	Breakfast	456
IDEA Montopolis Academy	AUR	2024-04-17	CACFP Supper	450
IDEA Montopolis Academy	AUR	2024-04-17	Lunch	469
IDEA Montopolis Academy	AUR	2024-04-18	Breakfast	388
IDEA Montopolis Academy	AUR	2024-04-18	CACFP Supper	494
IDEA Montopolis Academy	AUR	2024-04-18	Lunch	506
IDEA Montopolis Academy	AUR	2024-04-19	Breakfast	373
IDEA Montopolis Academy	AUR	2024-04-19	CACFP Supper	450
IDEA Montopolis Academy	AUR	2024-04-19	Lunch	489
IDEA Montopolis College Preparatory	AUR	2024-04-15	Breakfast	333
IDEA Montopolis College Preparatory	AUR	2024-04-15	Lunch	541
IDEA Montopolis College Preparatory	AUR	2024-04-16	Breakfast	185
IDEA Montopolis College Preparatory	AUR	2024-04-16	Lunch	451
IDEA Montopolis College Preparatory	AUR	2024-04-17	Breakfast	278
IDEA Montopolis College Preparatory	AUR	2024-04-17	Lunch	550
IDEA Montopolis College Preparatory	AUR	2024-04-18	Breakfast	217
IDEA Montopolis College Preparatory	AUR	2024-04-18	Lunch	538
IDEA Montopolis College Preparatory	AUR	2024-04-19	Breakfast	200
IDEA Montopolis College Preparatory	AUR	2024-04-19	Lunch	402
IDEA Najim Academy	ESAR	2024-04-15	Breakfast	470
IDEA Najim Academy	ESAR	2024-04-15	CACFP Supper	177
IDEA Najim Academy	ESAR	2024-04-15	Lunch	459
IDEA Najim Academy	ESAR	2024-04-16	Breakfast	479
IDEA Najim Academy	ESAR	2024-04-16	CACFP Supper	174
IDEA Najim Academy	ESAR	2024-04-16	Lunch	448
IDEA Najim Academy	ESAR	2024-04-17	Breakfast	484
IDEA Najim Academy	ESAR	2024-04-17	CACFP Supper	169
IDEA Najim Academy	ESAR	2024-04-17	Lunch	446
IDEA Najim Academy	ESAR	2024-04-18	Breakfast	517
IDEA Najim Academy	ESAR	2024-04-18	CACFP Supper	182
IDEA Najim Academy	ESAR	2024-04-18	Lunch	474
IDEA Najim Academy	ESAR	2024-04-19	Breakfast	478
IDEA Najim Academy	ESAR	2024-04-19	CACFP Supper	162
IDEA Najim Academy	ESAR	2024-04-19	Lunch	469
IDEA Najim College Preparatory	ESAR	2024-04-15	Breakfast	348
IDEA Najim College Preparatory	ESAR	2024-04-15	Lunch	356
IDEA Najim College Preparatory	ESAR	2024-04-16	Breakfast	392
IDEA Najim College Preparatory	ESAR	2024-04-16	Lunch	374
IDEA Najim College Preparatory	ESAR	2024-04-17	Breakfast	359
IDEA Najim College Preparatory	ESAR	2024-04-17	Lunch	368
IDEA Najim College Preparatory	ESAR	2024-04-18	Breakfast	356
IDEA Najim College Preparatory	ESAR	2024-04-18	Lunch	361
IDEA Najim College Preparatory	ESAR	2024-04-19	Breakfast	308
IDEA Najim College Preparatory	ESAR	2024-04-19	Lunch	303
IDEA North Mission Academy	URGV	2024-04-15	Breakfast	657
IDEA North Mission Academy	URGV	2024-04-15	CACFP Supper	171
IDEA North Mission Academy	URGV	2024-04-15	Lunch	702
IDEA North Mission Academy	URGV	2024-04-16	Breakfast	673
IDEA North Mission Academy	URGV	2024-04-16	CACFP Supper	200
IDEA North Mission Academy	URGV	2024-04-16	Lunch	728
IDEA North Mission Academy	URGV	2024-04-17	Breakfast	622
IDEA North Mission Academy	URGV	2024-04-17	CACFP Supper	182
IDEA North Mission Academy	URGV	2024-04-17	Lunch	730
IDEA North Mission Academy	URGV	2024-04-18	Breakfast	609
IDEA North Mission Academy	URGV	2024-04-18	CACFP Supper	204
IDEA North Mission Academy	URGV	2024-04-18	Lunch	734
IDEA North Mission Academy	URGV	2024-04-19	Breakfast	571
