Campus,Site,Region,State,SaleDate,MealType,MenuItem,FreeCount,ReducedCount,PaidCount,TotalMealCount,EntryMethod
IDEA Elsa,College Preparatory,MRGV,TX,4/18/24,CACFP Supper,CP Supper,13,0,0,13,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/18/24,CACFP Supper,Supper,18,0,8,26,Individual
IDEA Elsa,College Preparatory,MRGV,TX,4/18/24,Lunch,CP Lunch,519,0,0,519,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/19/24,Breakfast,CP Breakfast,445,0,0,445,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/19/24,CACFP Supper,Supper,2,0,4,6,Individual
IDEA Elsa,College Preparatory,MRGV,TX,4/19/24,Lunch,CP Lunch,470,0,0,470,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/15/24,Breakfast,AC Breakfast,346,0,0,346,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/15/24,CACFP Supper,Supper,26,1,30,57,Individual
IDEA Ewing Halsell,Academy,WSAR,TX,4/15/24,Lunch,AC Lunch,597,0,0,597,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/16/24,Breakfast,AC Breakfast,352,0,0,352,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/16/24,CACFP Supper,Supper,18,1,18,37,Individual
IDEA Ewing Halsell,Academy,WSAR,TX,4/16/24,Lunch,AC Lunch,592,0,0,592,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/17/24,Breakfast,AC Breakfast,348,0,0,348,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/17/24,CACFP Supper,Supper,27,1,25,53,Individual
IDEA Ewing Halsell,Academy,WSAR,TX,4/17/24,Lunch,AC Lunch,590,0,0,590,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/18/24,Breakfast,AC Breakfast,370,0,0,370,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/18/24,CACFP Supper,Supper,23,1,23,47,Individual
IDEA Ewing Halsell,Academy,WSAR,TX,4/18/24,Lunch,AC Lunch,587,0,0,587,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/19/24,Breakfast,AC Breakfast,369,0,0,369,Bulk
IDEA Ewing Halsell,Academy,WSAR,TX,4/19/24,CACFP Supper,Supper,15,0,22,37,Individual
IDEA Ewing Halsell,Academy,WSAR,TX,4/19/24,Lunch,AC Lunch,567,0,0,567,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/15/24,Breakfast,CP Breakfast,255,0,0,255,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/15/24,CACFP Supper,Supper,10,0,12,22,Individual
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/15/24,Lunch,CP Lunch,426,0,0,426,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/16/24,Breakfast,CP Breakfast,272,0,0,272,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/16/24,CACFP Supper,Supper,6,0,6,12,Individual
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/16/24,Lunch,CP Lunch,437,0,0,437,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/17/24,Breakfast,CP Breakfast,247,0,0,247,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/17/24,CACFP Supper,Supper,7,0,5,12,Individual
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/17/24,Lunch,CP Lunch,492,0,0,492,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/18/24,Breakfast,CP Breakfast,266,0,0,266,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/18/24,CACFP Supper,Supper,4,0,4,8,Individual
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/18/24,Lunch,CP Lunch,460,0,0,460,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/19/24,Breakfast,CP Breakfast,243,0,0,243,Bulk
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/19/24,CACFP Supper,Supper,5,0,8,13,Individual
IDEA Ewing Halsell,College Preparatory,WSAR,TX,4/19/24,Lunch,CP Lunch,345,0,0,345,Bulk
IDEA Frontier,Academy,LRGV,TX,4/15/24,Breakfast,AC Breakfast,627,0,0,627,Bulk
IDEA Frontier,Academy,LRGV,TX,4/15/24,CACFP Supper,Supper,137,8,34,179,Individual
IDEA Frontier,Academy,LRGV,TX,4/15/24,Lunch,AC Lunch,630,0,0,630,Bulk
IDEA Frontier,Academy,LRGV,TX,4/16/24,Breakfast,AC Breakfast,644,0,0,644,Bulk
IDEA Frontier,Academy,LRGV,TX,4/16/24,CACFP Supper,Supper,119,7,24,150,Individual
IDEA Frontier,Academy,LRGV,TX,4/16/24,Lunch,AC Lunch,635,0,0,635,Bulk
IDEA Frontier,Academy,LRGV,TX,4/17/24,Breakfast,AC Breakfast,646,0,0,646,Bulk
IDEA Frontier,Academy,LRGV,TX,4/17/24,CACFP Supper,Supper,118,8,28,154,Individual
IDEA Frontier,Academy,LRGV,TX,4/17/24,Lunch,AC Lunch,652,0,0,652,Bulk
IDEA Frontier,Academy,LRGV,TX,4/18/24,Breakfast,AC Breakfast,603,0,0,603,Bulk
IDEA Frontier,Academy,LRGV,TX,4/18/24,CACFP Supper,Supper,144,8,26,178,Individual
IDEA Frontier,Academy,LRGV,TX,4/18/24,Lunch,AC Lunch,630,0,0,630,Bulk
IDEA Frontier,Academy,LRGV,TX,4/19/24,Breakfast,AC Breakfast,612,0,0,612,Bulk
IDEA Frontier,Academy,LRGV,TX,4/19/24,CACFP Supper,Supper,104,4,24,132,Individual
IDEA Frontier,Academy,LRGV,TX,4/19/24,Lunch,AC Lunch,635,0,0,635,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/15/24,Breakfast,CP Breakfast,619,0,0,619,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/15/24,CACFP Supper,Supper,14,2,7,23,Individual
IDEA Frontier,College Preparatory,LRGV,TX,4/15/24,Lunch,CP Lunch,679,0,0,679,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/16/24,Breakfast,CP Breakfast,637,0,0,637,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/16/24,CACFP Supper,Supper,12,0,4,16,Individual
IDEA Frontier,College Preparatory,LRGV,TX,4/16/24,Lunch,CP Lunch,715,0,0,715,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/17/24,Breakfast,CP Breakfast,636,0,0,636,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/17/24,CACFP Supper,Supper,19,0,10,29,Individual
IDEA Frontier,College Preparatory,LRGV,TX,4/17/24,Lunch,CP Lunch,669,0,0,669,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/18/24,Breakfast,CP Breakfast,580,0,0,580,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/18/24,CACFP Supper,Supper,21,2,12,35,Individual
IDEA Frontier,College Preparatory,LRGV,TX,4/18/24,Lunch,CP Lunch,571,0,0,571,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/19/24,Breakfast,CP Breakfast,604,0,0,604,Bulk
IDEA Frontier,College Preparatory,LRGV,TX,4/19/24,CACFP Supper,Supper,14,2,9,25,Individual
IDEA Frontier,College Preparatory,LRGV,TX,4/19/24,Lunch,CP Lunch,639,0,0,639,Bulk
IDEA Hardy,Academy,HOUR,TX,4/15/24,Breakfast,AC Breakfast,358,0,0,358,Bulk
IDEA Hardy,Academy,HOUR,TX,4/15/24,CACFP Supper,AC Supper,45,0,0,45,Bulk
IDEA Hardy,Academy,HOUR,TX,4/15/24,Lunch,AC Lunch,533,0,0,533,Bulk
IDEA Hardy,Academy,HOUR,TX,4/16/24,Breakfast,AC Breakfast,408,0,0,408,Bulk
IDEA Hardy,Academy,HOUR,TX,4/16/24,CACFP Supper,AC Supper,9,0,0,9,Bulk
IDEA Hardy,Academy,HOUR,TX,4/16/24,Lunch,AC Lunch,433,0,0,433,Bulk
IDEA Hardy,Academy,HOUR,TX,4/17/24,Breakfast,AC Breakfast,379,0,0,379,Bulk
IDEA Hardy,Academy,HOUR,TX,4/17/24,CACFP Supper,AC Supper,9,0,0,9,Bulk
IDEA Hardy,Academy,HOUR,TX,4/17/24,Lunch,AC Lunch,483,0,0,483,Bulk
IDEA Hardy,Academy,HOUR,TX,4/18/24,Breakfast,AC Breakfast,396,0,0,396,Bulk
IDEA Hardy,Academy,HOUR,TX,4/18/24,CACFP Supper,AC Supper,8,0,0,8,Bulk
IDEA Hardy,Academy,HOUR,TX,4/18/24,Lunch,AC Lunch,512,0,0,512,Bulk
IDEA Hardy,Academy,HOUR,TX,4/19/24,Breakfast,AC Breakfast,387,0,0,387,Bulk
IDEA Hardy,Academy,HOUR,TX,4/19/24,CACFP Supper,AC Supper,8,0,0,8,Bulk
IDEA Hardy,Academy,HOUR,TX,4/19/24,Lunch,AC Lunch,518,0,0,518,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/15/24,Breakfast,CP Breakfast,223,0,0,223,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/15/24,Lunch,CP Lunch,354,0,0,354,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/16/24,Breakfast,CP Breakfast,221,0,0,221,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/16/24,CACFP Supper,CP Supper,1,0,0,1,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/16/24,Lunch,CP Lunch,404,0,0,404,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/17/24,Breakfast,CP Breakfast,220,0,0,220,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/17/24,Lunch,CP Lunch,391,0,0,391,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/18/24,Breakfast,CP Breakfast,199,0,0,199,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/18/24,Lunch,CP Lunch,325,0,0,325,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/19/24,Breakfast,CP Breakfast,264,0,0,264,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/19/24,CACFP Supper,CP Supper,1,0,0,1,Bulk
IDEA Hardy,College Preparatory,HOUR,TX,4/19/24,Lunch,CP Lunch,379,0,0,379,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/15/24,Breakfast,AC Breakfast,453,0,0,453,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/15/24,CACFP Supper,Supper,48,1,17,66,Individual
IDEA Harlingen,Academy,LRGV,TX,4/15/24,Lunch,AC Lunch,503,0,0,503,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/16/24,Breakfast,AC Breakfast,461,0,0,461,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/16/24,CACFP Supper,Supper,107,4,35,146,Individual
IDEA Harlingen,Academy,LRGV,TX,4/16/24,Lunch,AC Lunch,583,0,0,583,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/17/24,Breakfast,AC Breakfast,479,0,0,479,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/17/24,CACFP Supper,Supper,113,4,39,156,Individual
IDEA Harlingen,Academy,LRGV,TX,4/17/24,Lunch,AC Lunch,509,0,0,509,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/18/24,Breakfast,AC Breakfast,440,0,0,440,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/18/24,CACFP Supper,Supper,109,4,32,145,Individual
IDEA Harlingen,Academy,LRGV,TX,4/18/24,Lunch,AC Lunch,432,0,0,432,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/19/24,Breakfast,AC Breakfast,449,0,0,449,Bulk
IDEA Harlingen,Academy,LRGV,TX,4/19/24,CACFP Supper,Supper,97,4,39,140,Individual
IDEA Harlingen,Academy,LRGV,TX,4/19/24,Lunch,AC Lunch,530,0,0,530,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/15/24,Breakfast,CP Breakfast,197,0,0,197,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/15/24,CACFP Supper,Supper,20,0,6,26,Individual
IDEA Harlingen,College Preparatory,LRGV,TX,4/15/24,Lunch,CP Lunch,284,0,0,284,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/16/24,Breakfast,CP Breakfast,239,0,0,239,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/16/24,CACFP Supper,Supper,16,1,5,22,Individual
IDEA Harlingen,College Preparatory,LRGV,TX,4/16/24,Lunch,CP Lunch,319,0,0,319,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/17/24,Breakfast,CP Breakfast,224,0,0,224,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/17/24,CACFP Supper,Supper,21,2,6,29,Individual
IDEA Harlingen,College Preparatory,LRGV,TX,4/17/24,Lunch,CP Lunch,279,0,0,279,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/18/24,Breakfast,CP Breakfast,172,0,0,172,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/18/24,CACFP Supper,Supper,18,0,3,21,Individual
IDEA Harlingen,College Preparatory,LRGV,TX,4/18/24,Lunch,CP Lunch,291,0,0,291,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/19/24,Breakfast,CP Breakfast,185,0,0,185,Bulk
IDEA Harlingen,College Preparatory,LRGV,TX,4/19/24,CACFP Supper,Supper,19,0,3,22,Individual
IDEA Harlingen,College Preparatory,LRGV,TX,4/19/24,Lunch,CP Lunch,275,0,0,275,Bulk
IDEA Health Professions,Academy,AUR,TX,4/15/24,Breakfast,AC Breakfast,153,0,0,153,Bulk
IDEA Health Professions,Academy,AUR,TX,4/15/24,CACFP Supper,AC Supper,29,0,0,29,Bulk
IDEA Health Professions,Academy,AUR,TX,4/15/24,CACFP Supper,Supper,12,1,12,25,Individual
IDEA Health Professions,Academy,AUR,TX,4/15/24,Lunch,AC Lunch,216,0,0,216,Bulk
IDEA Health Professions,Academy,AUR,TX,4/16/24,Breakfast,AC Breakfast,145,0,0,145,Bulk
IDEA Health Professions,Academy,AUR,TX,4/16/24,CACFP Supper,AC Supper,34,0,0,34,Bulk
IDEA Health Professions,Academy,AUR,TX,4/16/24,CACFP Supper,Supper,12,2,7,21,Individual
IDEA Health Professions,Academy,AUR,TX,4/16/24,Lunch,AC Lunch,244,0,0,244,Bulk
IDEA Health Professions,Academy,AUR,TX,4/17/24,Breakfast,AC Breakfast,161,0,0,161,Bulk
IDEA Health Professions,Academy,AUR,TX,4/17/24,CACFP Supper,AC Supper,28,0,0,28,Bulk
IDEA Health Professions,Academy,AUR,TX,4/17/24,CACFP Supper,Supper,12,0,10,22,Individual
IDEA Health Professions,Academy,AUR,TX,4/17/24,Lunch,AC Lunch,229,0,0,229,Bulk
IDEA Health Professions,Academy,AUR,TX,4/18/24,Breakfast,AC Breakfast,153,0,0,153,Bulk
IDEA Health Professions,Academy,AUR,TX,4/18/24,CACFP Supper,AC Supper,32,0,0,32,Bulk
IDEA Health Professions,Academy,AUR,TX,4/18/24,CACFP Supper,Supper,10,1,9,20,Individual
IDEA Health Professions,Academy,AUR,TX,4/18/24,Lunch,AC Lunch,234,0,0,234,Bulk
IDEA Health Professions,Academy,AUR,TX,4/19/24,Breakfast,AC Breakfast,185,0,0,185,Bulk
IDEA Health Professions,Academy,AUR,TX,4/19/24,CACFP Supper,Supper,10,0,8,18,Individual
IDEA Health Professions,Academy,AUR,TX,4/19/24,Lunch,AC Lunch,226,0,0,226,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/15/24,Breakfast,CP Breakfast,155,0,0,155,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/15/24,CACFP Supper,Supper,11,0,8,19,Individual
IDEA Health Professions,College Preparatory,AUR,TX,4/15/24,Lunch,CP Lunch,239,0,0,239,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/16/24,Breakfast,CP Breakfast,179,0,0,179,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/16/24,CACFP Supper,Supper,4,0,2,6,Individual
IDEA Health Professions,College Preparatory,AUR,TX,4/16/24,Lunch,CP Lunch,207,0,0,207,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/17/24,Breakfast,CP Breakfast,144,0,0,144,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/17/24,CACFP Supper,Supper,4,1,1,6,Individual
IDEA Health Professions,College Preparatory,AUR,TX,4/17/24,Lunch,CP Lunch,213,0,0,213,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/18/24,Breakfast,CP Breakfast,142,0,0,142,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/18/24,CACFP Supper,Supper,2,0,1,3,Individual
IDEA Health Professions,College Preparatory,AUR,TX,4/18/24,Lunch,CP Lunch,244,0,0,244,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/19/24,Breakfast,CP Breakfast,134,0,0,134,Bulk
IDEA Health Professions,College Preparatory,AUR,TX,4/19/24,CACFP Supper,Supper,2,0,1,3,Individual
IDEA Health Professions,College Preparatory,AUR,TX,4/19/24,Lunch,CP Lunch,227,0,0,227,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/15/24,Breakfast,AC Breakfast,353,0,0,353,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/15/24,CACFP Supper,Supper,20,0,29,49,Individual
IDEA Hidden Meadow,Academy,WSAR,TX,4/15/24,Lunch,AC Lunch,413,0,0,413,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/16/24,Breakfast,AC Breakfast,342,0,0,342,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/16/24,CACFP Supper,Supper,24,0,40,64,Individual
IDEA Hidden Meadow,Academy,WSAR,TX,4/16/24,Lunch,AC Lunch,465,0,0,465,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/17/24,Breakfast,AC Breakfast,369,0,0,369,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/17/24,CACFP Supper,Supper,19,3,33,55,Individual
IDEA Hidden Meadow,Academy,WSAR,TX,4/17/24,Lunch,AC Lunch,403,0,0,403,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/18/24,Breakfast,AC Breakfast,339,0,0,339,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/18/24,CACFP Supper,Supper,19,2,35,56,Individual
IDEA Hidden Meadow,Academy,WSAR,TX,4/18/24,Lunch,AC Lunch,428,0,0,428,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/19/24,Breakfast,AC Breakfast,355,0,0,355,Bulk
IDEA Hidden Meadow,Academy,WSAR,TX,4/19/24,CACFP Supper,Supper,15,1,29,45,Individual
IDEA Hidden Meadow,Academy,WSAR,TX,4/19/24,Lunch,AC Lunch,428,0,0,428,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/15/24,Breakfast,CP Breakfast,201,0,0,201,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/15/24,Lunch,CP Lunch,189,0,0,189,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/16/24,Breakfast,CP Breakfast,196,0,0,196,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/16/24,Lunch,CP Lunch,249,0,0,249,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/17/24,Breakfast,CP Breakfast,196,0,0,196,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/17/24,Lunch,CP Lunch,179,0,0,179,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/18/24,Breakfast,CP Breakfast,193,0,0,193,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/18/24,Lunch,CP Lunch,196,0,0,196,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/19/24,Breakfast,CP Breakfast,177,0,0,177,Bulk
IDEA Hidden Meadow,College Preparatory,WSAR,TX,4/19/24,Lunch,CP Lunch,182,0,0,182,Bulk
IDEA Hope,Academy,TABR,FL,4/15/24,Breakfast,AC Breakfast,263,0,0,263,Bulk
IDEA Hope,Academy,TABR,FL,4/15/24,CACFP Supper,Supper,226,0,0,226,Bulk
IDEA Hope,Academy,TABR,FL,4/15/24,Lunch,AC Lunch,370,0,0,370,Bulk
IDEA Hope,Academy,TABR,FL,4/16/24,Breakfast,AC Breakfast,297,0,0,297,Bulk
IDEA Hope,Academy,TABR,FL,4/16/24,CACFP Supper,Supper,228,0,0,228,Bulk
IDEA Hope,Academy,TABR,FL,4/16/24,Lunch,AC Lunch,361,0,0,361,Bulk
IDEA Hope,Academy,TABR,FL,4/17/24,Breakfast,AC Breakfast,315,0,0,315,Bulk
IDEA Hope,Academy,TABR,FL,4/17/24,CACFP Supper,Supper,210,0,0,210,Bulk
IDEA Hope,Academy,TABR,FL,4/17/24,Lunch,AC Lunch,337,0,0,337,Bulk
IDEA Hope,Academy,TABR,FL,4/18/24,Breakfast,AC Breakfast,293,0,0,293,Bulk
IDEA Hope,Academy,TABR,FL,4/18/24,CACFP Supper,Supper,228,0,0,228,Bulk
IDEA Hope,Academy,TABR,FL,4/18/24,Lunch,AC Lunch,298,0,0,298,Bulk
IDEA Hope,Academy,TABR,FL,4/19/24,Breakfast,AC Breakfast,254,0,0,254,Bulk
IDEA Hope,Academy,TABR,FL,4/19/24,CACFP Supper,Supper,229,0,0,229,Bulk
IDEA Hope,Academy,TABR,FL,4/19/24,Lunch,AC Lunch,376,0,0,376,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/15/24,Breakfast,CP Breakfast,180,0,0,180,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/15/24,Lunch,CP Lunch,212,0,0,212,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/16/24,Breakfast,CP Breakfast,217,0,0,217,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/16/24,Lunch,CP Lunch,209,0,0,209,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/17/24,Breakfast,CP Breakfast,209,0,0,209,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/17/24,Lunch,CP Lunch,207,0,0,207,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/18/24,Breakfast,CP Breakfast,199,0,0,199,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/18/24,Lunch,CP Lunch,210,0,0,210,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/19/24,Breakfast,CP Breakfast,185,0,0,185,Bulk
IDEA Hope,College Preparatory,TABR,FL,4/19/24,Lunch,CP Lunch,191,0,0,191,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/15/24,Breakfast,AC Breakfast,488,0,0,488,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/15/24,CACFP Supper,AC Supper,13,0,0,13,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/15/24,CACFP Supper,Supper,308,29,170,507,Individual
IDEA Horizon Vista,Academy,ELPR,TX,4/15/24,Lunch,AC Lunch,625,0,0,625,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/16/24,Breakfast,AC Breakfast,398,0,0,398,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/16/24,CACFP Supper,AC Supper,9,0,0,9,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/16/24,CACFP Supper,Supper,324,31,173,528,Individual
IDEA Horizon Vista,Academy,ELPR,TX,4/16/24,Lunch,AC Lunch,572,0,0,572,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/17/24,Breakfast,AC Breakfast,403,0,0,403,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/17/24,CACFP Supper,AC Supper,17,0,0,17,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/17/24,CACFP Supper,Supper,125,13,56,194,Individual
IDEA Horizon Vista,Academy,ELPR,TX,4/17/24,Lunch,AC Lunch,552,0,0,552,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/18/24,Breakfast,AC Breakfast,445,0,0,445,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/18/24,CACFP Supper,AC Supper,13,0,0,13,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/18/24,CACFP Supper,Supper,335,31,192,558,Individual
IDEA Horizon Vista,Academy,ELPR,TX,4/18/24,Lunch,AC Lunch,596,0,0,596,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/19/24,Breakfast,AC Breakfast,420,0,0,420,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/19/24,CACFP Supper,AC Supper,13,0,0,13,Bulk
IDEA Horizon Vista,Academy,ELPR,TX,4/19/24,CACFP Supper,Supper,286,26,156,468,Individual
IDEA Horizon Vista,Academy,ELPR,TX,4/19/24,Lunch,AC Lunch,619,0,0,619,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/15/24,Breakfast,CP Breakfast,39,0,0,39,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/15/24,Breakfast,Breakfast,45,2,41,88,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/15/24,CACFP Supper,CP Supper,22,0,0,22,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/15/24,CACFP Supper,Supper,81,3,59,143,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/15/24,Lunch,CP Lunch,5,0,0,5,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/15/24,Lunch,Lunch,93,2,66,161,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/15/24,Lunch,Lunch - Merchandiser,47,2,35,84,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/16/24,Breakfast,CP Breakfast,41,0,0,41,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/16/24,Breakfast,Breakfast,44,3,40,87,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/16/24,CACFP Supper,CP Supper,25,0,0,25,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/16/24,CACFP Supper,Supper,88,2,51,141,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/16/24,Lunch,CP Lunch,4,0,0,4,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/16/24,Lunch,Lunch,117,3,77,197,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/16/24,Lunch,Lunch - Merchandiser,39,1,29,69,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/17/24,Breakfast,CP Breakfast,40,0,0,40,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/17/24,Breakfast,Breakfast,45,2,43,90,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/17/24,CACFP Supper,CP Supper,28,0,0,28,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/17/24,CACFP Supper,Supper,93,2,68,163,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/17/24,Lunch,CP Lunch,8,0,0,8,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/17/24,Lunch,Lunch,63,0,46,109,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/17/24,Lunch,Lunch - Merchandiser,72,2,53,127,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/18/24,Breakfast,CP Breakfast,50,0,0,50,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/18/24,Breakfast,Breakfast,53,2,41,96,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/18/24,CACFP Supper,CP Supper,28,0,0,28,Bulk
